temperature,wind_speed,opposition_strength,best_batter,pitch_dry,pitch_dusty,pitch_green,pitch_hard
17.77383866932191,26.250719594967943,2,1,True,False,False,False
29.04612778822893,6.664755966887857,4,1,True,False,False,False
33.74713376288753,18.069308642879278,5,1,True,False,False,False
19.465079823149946,28.431555679149124,2,1,True,False,False,False
25.594460090547635,29.96705498872818,7,1,True,False,False,False
32.464234550658745,15.797384609859975,2,1,True,False,False,False
21.066518372548,14.176666857088653,2,1,True,False,False,False
20.917385414262533,20.3200553326174,4,1,True,False,False,False
36.502133855471286,11.949837949239154,8,1,True,False,False,False
39.19776626321632,14.829348101838777,5,1,True,False,False,False
17.274232635633876,11.417495002358027,8,1,True,False,False,False
18.576926436632494,19.67357550671889,6,1,True,False,False,False
28.488237714759602,12.319592517871548,2,1,True,False,False,False
38.11239500398626,20.872918575955353,5,1,True,False,False,False
25.702614293365173,3.682593254571799,10,1,True,False,False,False
34.99060698165066,26.012366312880996,5,1,True,False,False,False
32.95863131253595,6.812455334961951,4,1,True,False,False,False
35.680273218928306,4.357373337879814,3,1,True,False,False,False
38.75854337562876,28.35969895824546,10,1,True,False,False,False
19.06739318074514,29.72388686576646,9,1,True,False,False,False
24.310672907735444,9.495051736449504,4,1,True,False,False,False
19.38617569857963,18.532133051030176,5,1,True,False,False,False
25.070138439635215,0.5234224049415803,9,1,True,False,False,False
34.56421186290206,14.153445060774251,10,1,True,False,False,False
27.37409440538255,14.8608430762648,3,1,True,False,False,False
21.941766123613213,20.10516641857884,10,1,True,False,False,False
32.335925310748436,11.27347101271862,1,1,True,False,False,False
26.50659088534391,2.84524474972042,3,1,True,False,False,False
29.31138644702112,23.60364980466056,1,1,True,False,False,False
31.206073159785095,24.19497537803391,10,1,True,False,False,False
32.896590679511675,16.678295181287197,3,1,True,False,False,False
30.849921543389534,25.34018835868699,7,1,True,False,False,False
19.65295000837803,3.3745966700130725,8,1,True,False,False,False
31.21507505599418,21.532995469760298,5,1,True,False,False,False
37.295766693676796,7.343555743415847,9,1,True,False,False,False
35.242698832988665,25.243976192680122,6,1,True,False,False,False
21.33745999423999,17.866659845905463,1,1,True,False,False,False
31.86159870660722,16.61567840718332,3,1,True,False,False,False
15.31287869696981,28.98286943974777,9,1,True,False,False,False
39.481092662257275,27.305821520677654,7,1,True,False,False,False
29.49477861995192,29.352956059918437,8,1,True,False,False,False
21.362479068889684,23.015769349945753,2,1,True,False,False,False
25.466861965176292,16.360789485506075,3,1,True,False,False,False
39.59803219174217,27.32900523906761,9,1,True,False,False,False
37.032628926798395,10.695965607843075,1,1,True,False,False,False
33.029214327649846,28.479756812077945,10,1,True,False,False,False
15.026269071807702,19.61544596822554,10,1,True,False,False,False
18.550899787421507,10.830623398671811,3,1,True,False,False,False
18.154109168655957,17.575843675529548,4,1,True,False,False,False
27.61169076944025,17.516353991868865,7,1,True,False,False,False
21.931862958840988,21.350611889497994,4,1,True,False,False,False
31.484258675168668,27.771109154171047,5,1,True,False,False,False
35.31677376447015,16.94784513089498,1,1,True,False,False,False
39.583049299763374,14.458751829942143,10,1,True,False,False,False
17.835626986741264,29.885602619945786,3,1,True,False,False,False
23.90379315957315,15.732933325852937,3,1,True,False,False,False
29.933433156013223,7.76860923060188,4,1,True,False,False,False
28.668414170993106,28.35559693679787,8,1,True,False,False,False
38.13422129595209,9.597977798080956,10,1,True,False,False,False
29.91241984976586,4.002981939437673,9,1,True,False,False,False
26.162124965033307,1.07200154880441,2,1,True,False,False,False
24.201973317059192,20.603671847582778,1,1,True,False,False,False
21.968752244130414,28.991363294546147,9,1,True,False,False,False
34.765764140800776,16.370456078370925,7,1,True,False,False,False
38.97067276577812,23.991174710606778,5,1,True,False,False,False
35.020308338462755,20.325560234777193,5,1,True,False,False,False
28.585829373876262,5.242961804763072,1,1,True,False,False,False
28.083683540042458,17.617191343784484,5,1,True,False,False,False
35.54095419638528,5.3487861778521895,10,1,True,False,False,False
19.51367749977886,9.385352290141475,4,1,True,False,False,False
18.585708205705497,21.188678722217574,5,1,True,False,False,False
33.22612694188183,23.62187465691188,8,1,True,False,False,False
32.39363224868545,3.4840552990571325,4,1,True,False,False,False
25.27543132676921,25.738547336737522,3,1,True,False,False,False
33.946037531485835,3.3960943420452883,6,1,True,False,False,False
29.15128329835281,22.3243933851078,10,1,True,False,False,False
27.60600914076354,6.2218918055067,7,1,True,False,False,False
30.42835648736781,0.2926660146380444,1,1,True,False,False,False
35.48266750540976,16.861148801054906,8,1,True,False,False,False
19.969035199518885,10.696225631530563,3,1,True,False,False,False
28.8031015381414,8.193377312494817,9,1,True,False,False,False
32.288033596910495,27.716092799407992,8,1,True,False,False,False
15.525734640939557,19.140355087480284,9,1,True,False,False,False
20.652344316368197,1.0070437241226216,1,1,True,False,False,False
17.937094381277603,1.0435248684189458,9,1,True,False,False,False
25.827383111597957,27.40054011874796,9,1,True,False,False,False
34.665869527714854,10.254432601376442,8,1,True,False,False,False
34.34450957933664,0.193284714729548,5,1,True,False,False,False
15.645570171071475,15.163831588346646,10,1,True,False,False,False
31.37765155820472,24.255663976981335,1,1,True,False,False,False
18.05603531593643,1.8924518778517851,9,1,True,False,False,False
16.057225154523316,26.950886097152623,3,1,True,False,False,False
37.9997930343764,14.42779607357638,9,1,True,False,False,False
17.698087555533412,22.509760526809547,8,1,True,False,False,False
22.44767992205607,3.022667437819929,3,1,True,False,False,False
39.400733136224105,25.9901061747093,2,1,True,False,False,False
38.36912682132821,27.17094082607824,5,1,True,False,False,False
29.015227889830577,26.087598676627213,10,1,True,False,False,False
16.937759860775422,2.748974104662849,5,1,True,False,False,False
29.283245432450094,8.266733606300159,4,1,True,False,False,False
31.19665681429357,5.088287438931825,10,1,True,False,False,False
37.843988076008955,12.596040145240014,3,1,True,False,False,False
33.5758099696842,21.19926224927956,4,1,True,False,False,False
26.09542654993396,13.366480645564332,8,1,True,False,False,False
36.379223088175024,26.824161729138382,5,1,True,False,False,False
29.80745668641183,1.8922050828249304,1,1,True,False,False,False
19.802672743595505,17.889796555919602,2,1,True,False,False,False
33.52205510074505,27.860161850616663,2,1,True,False,False,False
18.6408775881723,23.74881182632356,6,1,True,False,False,False
23.695882259592036,6.306755193493845,4,1,True,False,False,False
35.01700372235486,24.2106041511717,3,1,True,False,False,False
26.259917391070385,9.063081239662948,7,1,True,False,False,False
23.636005649630064,11.54114355977757,4,1,True,False,False,False
27.285836506837107,28.96220262166259,8,1,True,False,False,False
15.14023352918171,15.20754591399363,3,1,True,False,False,False
20.116072233123163,3.3064535354679103,3,1,True,False,False,False
26.38775792086042,1.708929428697883,6,1,True,False,False,False
26.13137616537366,7.971055743845698,4,1,True,False,False,False
29.545952647487365,27.305169282087004,1,1,True,False,False,False
22.186935383087818,9.749981993623816,10,1,True,False,False,False
29.13917572393428,28.229357341630358,3,1,True,False,False,False
16.18957214568269,23.957474100923406,4,1,True,False,False,False
32.23677266013644,21.325014807090948,9,1,True,False,False,False
27.356987708079366,21.051799264923027,8,1,True,False,False,False
37.08658951389605,9.065524836640709,5,1,True,False,False,False
16.556933492938253,20.998733208981616,2,1,True,False,False,False
23.24595568785677,8.172444801687956,5,1,True,False,False,False
25.829738126774924,15.207621895407614,5,1,True,False,False,False
19.302830483623925,24.835098934159504,4,1,True,False,False,False
21.55299087290258,19.14432888857999,8,1,True,False,False,False
36.363221302080106,14.06758004141836,5,1,True,False,False,False
33.660392536628954,26.20093975184228,3,1,True,False,False,False
37.13527726370491,15.19212492040878,8,1,True,False,False,False
18.034832444316493,7.724642585299816,10,1,True,False,False,False
39.86494971370327,8.523704904552465,7,1,True,False,False,False
27.650579714021273,12.555045402758672,4,1,True,False,False,False
28.05877035635612,12.919623668483034,5,1,True,False,False,False
29.287342113694486,7.754502189076328,2,1,True,False,False,False
15.400356935179303,26.340821010287783,10,1,True,False,False,False
39.25755264241449,12.071901802149865,6,1,True,False,False,False
36.46211651820588,7.402397504644914,1,1,True,False,False,False
24.088397547346688,25.680562787058864,3,1,True,False,False,False
27.36679921154075,1.2331639526709937,10,1,True,False,False,False
15.736651499333682,10.26721595227206,5,1,True,False,False,False
39.503756641309444,23.956657682464,9,1,True,False,False,False
39.68164664049708,19.288367332821284,5,1,True,False,False,False
38.04047815735552,14.674967989673412,6,1,True,False,False,False
28.631806504151637,0.367422484183777,7,1,True,False,False,False
17.84138822733342,12.4721438738769,4,1,True,False,False,False
16.533460915591846,25.373962707322423,3,1,True,False,False,False
36.654307229204534,26.618454245303433,7,1,True,False,False,False
30.895835639426775,24.092320604704856,5,1,True,False,False,False
39.36588680539873,19.249699276592747,2,1,True,False,False,False
28.00441426384606,25.948583714487697,3,1,True,False,False,False
24.176478047792784,28.884149187580906,5,1,True,False,False,False
31.44383012840485,2.4547299389335233,1,1,True,False,False,False
15.58403403713177,18.117576134590216,9,1,True,False,False,False
17.514380742231882,25.332853623998197,4,1,True,False,False,False
30.4560299725269,10.686257135554035,9,1,True,False,False,False
30.348134325010978,19.755941137358594,6,1,True,False,False,False
19.895341922832017,16.94580705922666,1,1,True,False,False,False
19.11467060997453,11.417420823966069,4,1,True,False,False,False
20.601052011237144,6.768119830643748,7,1,True,False,False,False
34.682392714996084,26.424208685600085,10,1,True,False,False,False
31.633958840203526,4.067184000472497,1,1,True,False,False,False
24.070769902427973,25.36032253670491,4,1,True,False,False,False
18.82376479747782,15.393748818926094,5,1,True,False,False,False
24.411719698559196,6.014493986375179,8,1,True,False,False,False
15.911578032682783,24.871084734842608,4,1,True,False,False,False
37.29636586101575,4.937185472869036,7,1,True,False,False,False
25.346625369962005,29.200204647231484,9,1,True,False,False,False
38.31312013565117,14.88782794810197,3,1,True,False,False,False
26.285421963571004,20.527013785733395,10,1,True,False,False,False
38.783547762737285,17.70336301593815,2,1,True,False,False,False
37.20717850104151,27.944938107999462,10,1,True,False,False,False
16.226219211244516,13.214044115931845,3,1,True,False,False,False
32.75377414634714,4.945111227585077,5,1,True,False,False,False
15.312556544135296,5.71859964231836,4,1,True,False,False,False
37.994199848595414,19.43755418106604,6,1,True,False,False,False
25.84058802961632,23.952898307113273,10,1,True,False,False,False
16.166095997069156,25.6812225931682,4,1,True,False,False,False
22.834549884998026,7.472417748011346,8,1,True,False,False,False
29.004775969504795,13.92428751401384,8,1,True,False,False,False
34.81603309009498,20.727094067001058,6,1,True,False,False,False
23.24646422283827,13.446886003399555,8,1,True,False,False,False
36.90073824883902,9.93370553002951,4,1,True,False,False,False
39.776931162512234,11.819947114633438,1,1,True,False,False,False
35.13111694517547,0.7607522929157584,4,1,True,False,False,False
33.419965211215434,18.3900959435196,10,1,True,False,False,False
28.442208130813015,18.40328196096976,1,1,True,False,False,False
24.766814867399468,20.416964680060307,4,1,True,False,False,False
36.91876147091165,3.162576336733376,10,1,True,False,False,False
27.272434419952887,4.494862331656609,4,1,True,False,False,False
38.83322371595527,5.571892581272296,5,1,True,False,False,False
38.841195541086094,18.064756535199,9,1,True,False,False,False
36.30518212477348,16.589334696209498,2,1,True,False,False,False
27.871251488662693,5.831348167369396,8,1,True,False,False,False
15.177763961623995,4.126297246780009,3,1,True,False,False,False
20.473651132138176,13.521679256258896,8,1,True,False,False,False
31.179864408115552,11.551642229468026,9,1,True,False,False,False
23.510449870803843,17.140120549509064,5,1,True,False,False,False
19.84559630276496,6.094251183390952,6,1,True,False,False,False
29.670729082447885,22.509395355086088,6,1,True,False,False,False
21.067061441146198,19.10962716498768,10,1,True,False,False,False
32.335362944546496,5.9291563236349765,3,1,True,False,False,False
39.815162619343624,3.175371167361849,8,1,True,False,False,False
30.529174260156324,13.303052364749636,5,1,True,False,False,False
24.58797271304349,3.986905066654626,8,1,True,False,False,False
17.613975799136014,12.361778324246398,4,1,True,False,False,False
23.74277080770625,0.3187621937559315,6,1,True,False,False,False
33.9869421544571,19.23825543414143,9,1,True,False,False,False
19.907601686425046,16.377906571451533,4,1,True,False,False,False
18.70802322301937,24.737727625221297,4,1,True,False,False,False
26.33048716059878,20.131198920601143,7,1,True,False,False,False
26.945078233291415,5.913204681181376,5,1,True,False,False,False
26.173780139167572,0.8543860096551759,3,1,True,False,False,False
30.236517300436315,2.4413767290505497,5,1,True,False,False,False
16.455388077260846,12.422535242862992,3,1,True,False,False,False
39.773676194788806,14.861176022741814,5,1,True,False,False,False
38.93434251282326,28.9220920901362,1,1,True,False,False,False
36.608622037354706,11.570190989643486,3,1,True,False,False,False
29.85912665542152,15.606996066831432,9,1,True,False,False,False
23.347084068745293,25.67315808534647,3,1,True,False,False,False
19.69711166387525,12.985981347786957,8,1,True,False,False,False
32.245003208545825,7.000899544211201,6,1,True,False,False,False
22.74799255951373,25.093685316492262,2,1,True,False,False,False
33.456666709144216,15.577998934010909,2,1,True,False,False,False
34.28766833321745,20.352213209049996,7,1,True,False,False,False
37.361585689479966,0.18053344669669236,4,1,True,False,False,False
25.1069825918073,13.603989509953372,9,1,True,False,False,False
